"","commarea_n","cartodb_id","gisjoin","statefp","countyfp","tractce","geoid","name","namelsad","mtfcc","funcstat","aland","awater","intptlat","intptlon","shape_leng","shape_area","acs_population","svi_pecentile","trees_n","trees_area","trees_den","trees_crown_den","zip_code","asthma_5yr_avg","asthma_age_adj_rate","urban_flood_suscep","heatisl","nn_q3_pm2_5","logtraf","city_property_tot","hardship","pct_white","pct_black","pct_nativeam","pct_asian","pct_other","prop_comm","prop_plndev","prop_resdntl","community","Name","GEOID","CLRRt","AdAsthRt","PhysRate","LngCncRt","CancerRt","HypRt","logtrafScld"
"225","25",324,"G1700310251500","17","031","251500","17031251500","2515","Census Tract 2515","G5020","S",683926,0,"+41.8911035","-087.7603538",3340.433218,683928.012739,4176,99.6,2927,218904,0.00428,32,"60644",402,295,9.4,73,10.2,4.7,8,51,"6.7","88.8","0.0","0.0","0.0",0,0,8,"AUSTIN","Austin",25,37.7,12.6,34.9,93.01261318,581.7791986,39.2,69.1176470588235
"226","25",328,"G1700310251900","17","031","251900","17031251900","2519","Census Tract 2519","G5020","S",632452,0,"+41.8838116","-087.7600945",3161.513923,632449.501968,4466,94.5,2033,147403,0.003214,23.3,"60644",402,295,9.4,72.4,10.4,4.9,38,49.7,"3.0","92.3","0.0","0.0","0.0",3,0,35,"AUSTIN","Austin",25,37.7,12.6,34.9,93.01261318,581.7791986,39.2,72.0588235294118
"227","25",333,"G1700310252202","17","031","252202","17031252202","2522.02","Census Tract 2522.02","G5020","S",637446,0,"+41.8767584","-087.7445832",3257.472242,637446.505287,4653,99.5,1897,123337,0.002976,19.3,"60624",287.75,251,9.4,78.3,10.4,5.4,53,52.6,"3.6","94.4","0.0","2.0","0.0",27,2,24,"AUSTIN","Austin",25,37.7,12.6,34.9,93.01261318,581.7791986,39.2,79.4117647058824
"228","25",317,"G1700310250700","17","031","250700","17031250700","2507","Census Tract 2507","G5020","S",662320,0,"+41.9058206","-087.7608128",3255.569954,662317.29238,5396,82,1896,136258,0.002863,20.6,"60639",346.75,123.9,9.6,89.5,10.7,4.9,2,20.9,"6.1","73.6","0.0","0.0","0.0",1,0,1,"AUSTIN","Austin",25,37.7,12.6,34.9,93.01261318,581.7791986,39.2,72.0588235294118
"229","25",318,"G1700310250800","17","031","250800","17031250800","2508","Census Tract 2508","G5020","S",574711,0,"+41.9061855","-087.7514741",3232.864999,574709.672313,2427,86.4,1756,116384,0.003055,20.3,"60639",346.75,123.9,9.5,90.9,10.6,5.1,1,29.2,"3.8","89.9","0.0","0.0","0.0",0,0,1,"AUSTIN","Austin",25,37.7,12.6,34.9,93.01261318,581.7791986,39.2,75
"230","25",313,"G1700310250300","17","031","250300","17031250300","2503","Census Tract 2503","G5020","S",617326,0,"+41.9128419","-087.7608408",3157.645658,617327.349155,5118,83.6,1655,121403,0.002681,19.7,"60639",346.75,123.9,9.5,93.5,10.7,5.4,1,23.8,"14.3","64.0","0.0","0.6","0.0",1,0,0,"AUSTIN","Austin",25,37.7,12.6,34.9,93.01261318,581.7791986,39.2,79.4117647058824
"231","25",314,"G1700310250400","17","031","250400","17031250400","2504","Census Tract 2504","G5020","S",1309879,0,"+41.9129080","-087.7753942",4835.644248,1309874.80925,4963,75.1,3326,235158,0.002539,18,"60639",346.75,123.9,9.4,90.9,10.4,5.1,6,31,"17.3","74.1","0.9","0.0","0.0",5,0,1,"AUSTIN","Austin",25,37.7,12.6,34.9,93.01261318,581.7791986,39.2,75
"232","26",338,"G1700310260500","17","031","260500","17031260500","2605","Census Tract 2605","G5020","S",337553,0,"+41.8766639","-087.7377282",2730.185961,337552.807132,1713,98.9,890,54388,0.002637,16.1,"60624",287.75,251,9.5,77,10.4,4.1,45,45.8,"0.8","98.2","0.9","0.0","0.0",12,0,33,"WEST GARFIELD PARK","West Garfield Park",26,32.6,20.2,39.7,135.5512809,676.9091643,34.5,60.2941176470588
"233","26",336,"G1700310260300","17","031","260300","17031260300","2603","Census Tract 2603","G5020","S",329187,0,"+41.8842766","-087.7331362",2437.719044,329188.821354,1430,99.3,963,61041,0.002925,18.5,"60624",287.75,251,9.4,78,10.5,4.9,38,51,"3.1","91.0","0.0","0.0","0.0",2,7,29,"WEST GARFIELD PARK","West Garfield Park",26,32.6,20.2,39.7,135.5512809,676.9091643,34.5,72.0588235294118
"234","26",339,"G1700310260600","17","031","260600","17031260600","2606","Census Tract 2606","G5020","S",318825,0,"+41.8771076","-087.7328670",2492.08583,318824.08042,2150,98.3,1017,64983,0.00319,20.4,"60624",287.75,251,9.4,76.4,10.4,5.3,38,53.1,"2.7","97.3","0.0","0.0","0.0",3,0,35,"WEST GARFIELD PARK","West Garfield Park",26,32.6,20.2,39.7,135.5512809,676.9091643,34.5,77.9411764705882
"235","26",340,"G1700310260700","17","031","260700","17031260700","2607","Census Tract 2607","G5020","S",329201,0,"+41.8770565","-087.7279962",2438.199697,329200.215346,1816,96.4,1144,72978,0.003475,22.2,"60624",287.75,251,9.5,74.6,10.4,5.4,80,42.1,"0.4","94.1","0.0","0.0","0.0",2,0,78,"WEST GARFIELD PARK","West Garfield Park",26,32.6,20.2,39.7,135.5512809,676.9091643,34.5,79.4117647058824
"236","26",341,"G1700310260800","17","031","260800","17031260800","2608","Census Tract 2608","G5020","S",328945,0,"+41.8770848","-087.7230964",2446.369521,328945.630104,2659,94,899,51331,0.002733,15.6,"60624",287.75,251,9.5,69.6,10.4,5.7,33,38.1,"4.5","91.1","0.0","0.0","0.0",9,0,24,"WEST GARFIELD PARK","West Garfield Park",26,32.6,20.2,39.7,135.5512809,676.9091643,34.5,83.8235294117647
"237","26",343,"G1700310261000","17","031","261000","17031261000","2610","Census Tract 2610","G5020","S",499036,0,"+41.8713379","-087.7320094",3612.938392,499034.233905,2321,86.7,1582,104674,0.00317,21,"60624",287.75,251,9.5,78.4,10.4,5.9,50,27.9,"4.2","91.9","0.0","0.0","0.0",21,0,29,"WEST GARFIELD PARK","West Garfield Park",26,32.6,20.2,39.7,135.5512809,676.9091643,34.5,86.7647058823529
"238","26",335,"G1700310260200","17","031","260200","17031260200","2602","Census Tract 2602","G5020","S",328451,0,"+41.8843243","-087.7282302",2432.383227,328452.228599,1067,87.5,886,51226,0.002698,15.6,"60624",287.75,251,9.4,78,10.4,5,41,35.2,"2.2","97.8","0.0","0.0","0.0",9,1,31,"WEST GARFIELD PARK","West Garfield Park",26,32.6,20.2,39.7,135.5512809,676.9091643,34.5,73.5294117647059
"239","26",337,"G1700310260400","17","031","260400","17031260400","2604","Census Tract 2604","G5020","S",328225,0,"+41.8842145","-087.7380411",2432.063375,328224.91921,1145,93.5,815,45298,0.002483,13.8,"60624",287.75,251,9.4,76.9,10.5,4.8,17,52.6,"1.0","99.0","0.0","0.0","0.0",3,1,13,"WEST GARFIELD PARK","West Garfield Park",26,32.6,20.2,39.7,135.5512809,676.9091643,34.5,70.5882352941177
"240","26",334,"G1700310260100","17","031","260100","17031260100","2601","Census Tract 2601","G5020","S",325451,0,"+41.8843707","-087.7233302",2421.749865,325451.790432,1154,92.6,730,37832,0.002243,11.6,"60624",287.75,251,9.2,73.2,10.4,5,54,51.9,"8.6","89.1","0.0","0.0","0.0",12,20,22,"WEST GARFIELD PARK","West Garfield Park",26,32.6,20.2,39.7,135.5512809,676.9091643,34.5,73.5294117647059
"241","26",342,"G1700310260900","17","031","260900","17031260900","2609","Census Tract 2609","G5020","S",228195,0,"+41.8710297","-087.7228141",1928.972771,228196.507256,1488,97.2,747,45551,0.003274,20,"60624",287.75,251,9.5,72.1,10.4,0,19,38,"11.0","85.6","0.0","0.0","0.0",6,0,13,"WEST GARFIELD PARK","West Garfield Park",26,32.6,20.2,39.7,135.5512809,676.9091643,34.5,0
"242","27",747,"G1700310837400","17","031","837400","17031837400","8374","Census Tract 8374","G5020","S",591450,0,"+41.8759745","-087.6938013",3843.956526,591451.609381,2460,95.8,1080,55847,0.001826,9.4,"60612",187.75,226.3,9.5,67.8,10.7,6,90,41.1,"9.9","87.6","0.0","0.4","0.0",36,5,49,"EAST GARFIELD PARK","East Garfield Park",27,29.7,14.6,39.1,120.8319631,697.1603227,25.6,88.2352941176471
"243","27",347,"G1700310271400","17","031","271400","17031271400","2714","Census Tract 2714","G5020","S",328376,0,"+41.8772429","-087.7133314",2436.110605,328374.321395,1189,94.9,872,44360,0.002655,13.5,"60624",287.75,251,9.6,64.2,10.4,5.9,19,34.8,"5.0","82.3","0.0","1.7","0.0",13,1,5,"EAST GARFIELD PARK","East Garfield Park",27,29.7,14.6,39.1,120.8319631,697.1603227,25.6,86.7647058823529
"244","27",743,"G1700310836900","17","031","836900","17031836900","8369","Census Tract 8369","G5020","S",164712,0,"+41.8818831","-087.7061362",2023.848296,164714.839245,1251,95.5,380,16352,0.002307,9.9,"60612",187.75,226.3,9.5,63.4,10.6,4.2,10,27.2,"14.9","81.9","0.0","1.0","0.0",2,0,8,"EAST GARFIELD PARK","East Garfield Park",27,29.7,14.6,39.1,120.8319631,697.1603227,25.6,61.7647058823529
"245","27",746,"G1700310837300","17","031","837300","17031837300","8373","Census Tract 8373","G5020","S",368498,0,"+41.8716191","-087.7055524",2628.165993,368499.583028,2607,90.6,1006,62820,0.00273,17,"60612",187.75,226.3,9.5,70.3,10.4,4.5,55,34.4,"5.0","91.8","0.0","1.4","0.0",12,5,38,"EAST GARFIELD PARK","East Garfield Park",27,29.7,14.6,39.1,120.8319631,697.1603227,25.6,66.1764705882353
"246","27",346,"G1700310271300","17","031","271300","17031271300","2713","Census Tract 2713","G5020","S",327413,0,"+41.8773040","-087.7084528",2434.425319,327412.241485,1316,81.9,796,38026,0.002431,11.6,"60612",187.75,226.3,9.4,62.2,10.5,5.9,27,33.7,"0.4","96.8","0.0","1.4","0.0",11,0,16,"EAST GARFIELD PARK","East Garfield Park",27,29.7,14.6,39.1,120.8319631,697.1603227,25.6,86.7647058823529
"247","27",744,"G1700310837000","17","031","837000","17031837000","8370","Census Tract 8370","G5020","S",412544,0,"+41.8783233","-087.6986739",2847.364156,412544.93859,1950,94.8,1124,64041,0.002725,15.5,"60612",187.75,226.3,9.5,66.5,10.5,5.5,68,31.3,"9.9","84.6","0.0","0.0","0.0",40,0,28,"EAST GARFIELD PARK","East Garfield Park",27,29.7,14.6,39.1,120.8319631,697.1603227,25.6,80.8823529411765
"248","27",348,"G1700310271500","17","031","271500","17031271500","2715","Census Tract 2715","G5020","S",162821,0,"+41.8717861","-087.7131559",1615.048558,162819.464868,1623,77.5,614,31223,0.003771,19.2,"60624",287.75,251,9.6,70.4,10.4,3.9,19,18.6,"5.0","92.1","0.0","0.0","0.0",7,0,12,"EAST GARFIELD PARK","East Garfield Park",27,29.7,14.6,39.1,120.8319631,697.1603227,25.6,57.3529411764706
"249","27",344,"G1700310270500","17","031","270500","17031270500","2705","Census Tract 2705","G5020","S",561347,0,"+41.8762402","-087.7177932",4455.198606,561347.38547,1478,97.3,2246,161677,0.004001,28.8,"60624",287.75,251,9.4,69.7,10.4,5.7,12,53.1,"0.4","94.7","0.0","0.0","0.0",4,1,7,"EAST GARFIELD PARK","East Garfield Park",27,29.7,14.6,39.1,120.8319631,697.1603227,25.6,83.8235294117647
"250","27",742,"G1700310836800","17","031","836800","17031836800","8368","Census Tract 8368","G5020","S",801875,14139,"+41.8850903","-087.7149666",3786.334527,816016.215089,2164,98.4,3104,219946,0.003871,27.4,"60612",187.75,226.3,9.5,73,10.5,4.6,81,45.5,"7.8","92.2","0.0","0.0","0.0",48,0,33,"EAST GARFIELD PARK","East Garfield Park",27,29.7,14.6,39.1,120.8319631,697.1603227,25.6,67.6470588235294
"251","27",745,"G1700310837100","17","031","837100","17031837100","8371","Census Tract 8371","G5020","S",745370,0,"+41.8856736","-087.6987204",4232.537549,745369.938898,1596,89.8,1763,84629,0.002365,11.4,"60612",187.75,226.3,9.3,68.3,10.6,5,57,41,"15.8","76.6","1.2","1.4","0.0",39,6,12,"EAST GARFIELD PARK","East Garfield Park",27,29.7,14.6,39.1,120.8319631,697.1603227,25.6,73.5294117647059
"252","27",349,"G1700310271800","17","031","271800","17031271800","2718","Census Tract 2718","G5020","S",205986,0,"+41.8714964","-087.6984897",1828.44146,205983.646359,841,80.8,621,45122,0.003015,21.9,"60612",187.75,226.3,9.6,70.6,10.4,0,29,45.1,"0.0","98.1","0.0","0.0","0.0",10,0,19,"EAST GARFIELD PARK","East Garfield Park",27,29.7,14.6,39.1,120.8319631,697.1603227,25.6,0
"253","27",345,"G1700310271200","17","031","271200","17031271200","2712","Census Tract 2712","G5020","S",329809,0,"+41.8773597","-087.7035621",2439.162444,329808.517079,1263,96.8,848,50233,0.002571,15.2,"60612",187.75,226.3,9.5,63.2,10.5,6,117,39.6,"7.2","87.9","0.0","0.2","0.0",65,0,52,"EAST GARFIELD PARK","East Garfield Park",27,29.7,14.6,39.1,120.8319631,697.1603227,25.6,88.2352941176471
"254","28",749,"G1700310838000","17","031","838000","17031838000","8380","Census Tract 8380","G5020","S",538297,0,"+41.8773666","-087.6806521",3233.968915,538298.935289,2577,80.6,1805,91878,0.003353,17.1,"60612",187.75,226.3,9.5,74.3,10.6,6.1,30,21,"20.2","66.9","0.0","1.4","2.0",13,2,15,"NEAR WEST SIDE","Near West Side",28,29.5,14,16.6,80.99073732,553.8424527,20.6,89.7058823529412
"255","28",351,"G1700310280400","17","031","280400","17031280400","2804","Census Tract 2804","G5020","S",502194,0,"+41.8860094","-087.6718846",2854.263393,502193.824036,1760,95.1,684,24267,0.001362,4.8,"60607",45,162.6,9.2,77.8,10.7,5.1,3,35.8,"13.9","81.8","0.0","2.3","0.0",0,3,0,"NEAR WEST SIDE","Near West Side",28,29.5,14,16.6,80.99073732,553.8424527,20.6,75
"256","28",356,"G1700310282800","17","031","282800","17031282800","2828","Census Tract 2828","G5020","S",164404,0,"+41.8702683","-087.6849136",2033.187609,164404.427422,1600,20.8,494,27610,0.003005,16.8,"60608",158.5,82.5,9.4,73.4,10.6,0,0,22.1,"42.7","24.1","2.3","17.1","0.0",0,0,0,"NEAR WEST SIDE","Near West Side",28,29.5,14,16.6,80.99073732,553.8424527,20.6,0
"257","28",713,"G1700310833000","17","031","833000","17031833000","8330","Census Tract 8330","G5020","S",1312132,0,"+41.8852863","-087.6572488",4868.789319,1312138.42959,4138,11.1,2373,81487,0.001809,6.2,"60607",45,162.6,9.1,71.5,10.6,5.5,10,16,"72.5","11.4","0.0","8.8","0.0",8,2,0,"NEAR WEST SIDE","Near West Side",28,29.5,14,16.6,80.99073732,553.8424527,20.6,80.8823529411765
"258","28",357,"G1700310283100","17","031","283100","17031283100","2831","Census Tract 2831","G5020","S",212435,0,"+41.8692736","-087.6640458",1869.074015,212437.840087,3257,63.6,812,50121,0.003822,23.6,"60607",45,162.6,9.4,79.1,10.6,3.7,2,19.5,"28.5","29.4","0.0","34.1","0.0",1,0,1,"NEAR WEST SIDE","Near West Side",28,29.5,14,16.6,80.99073732,553.8424527,20.6,54.4117647058824
"259","28",352,"G1700310280800","17","031","280800","17031280800","2808","Census Tract 2808","G5020","S",237357,0,"+41.8785967","-087.6889009",1975.322355,237357.114291,888,99.5,496,25989,0.00209,10.9,"60612",187.75,226.3,9.5,71.6,10.7,4.8,8,40,"12.3","87.0","0.0","0.0","0.0",8,0,0,"NEAR WEST SIDE","Near West Side",28,29.5,14,16.6,80.99073732,553.8424527,20.6,70.5882352941177
"260","28",354,"G1700310281900","17","031","281900","17031281900","2819","Census Tract 2819","G5020","S",421312,17458,"+41.8786346","-087.6429236",2753.577364,438768.27696,6018,42.8,684,18759,0.001623,4.5,"60606",45,162.6,9.5,54,10.9,6.5,1,14.5,"52.0","5.4","0.0","38.9","0.0",0,0,0,"NEAR WEST SIDE","Near West Side",28,29.5,14,16.6,80.99073732,553.8424527,20.6,95.5882352941177
"261","28",359,"G1700310283800","17","031","283800","17031283800","2838","Census Tract 2838","G5020","S",376238,0,"+41.8634168","-087.6537547",2556.225209,376238.383086,3605,67.3,973,38020,0.002586,10.1,"60608",158.5,82.5,9.4,77.2,10.4,5,8,28.2,"51.8","34.7","0.0","10.9","0.0",0,8,0,"NEAR WEST SIDE","Near West Side",28,29.5,14,16.6,80.99073732,553.8424527,20.6,73.5294117647059
"262","28",712,"G1700310832900","17","031","832900","17031832900","8329","Census Tract 8329","G5020","S",401717,0,"+41.8741811","-087.6619014",2652.343088,401715.047357,2322,23.9,1663,112687,0.00414,28.1,"60607",45,162.6,9.4,76,10.5,5.9,2,18.6,"70.8","3.5","0.0","23.2","0.0",2,0,0,"NEAR WEST SIDE","Near West Side",28,29.5,14,16.6,80.99073732,553.8424527,20.6,86.7647058823529
"263","28",353,"G1700310280900","17","031","280900","17031280900","2809","Census Tract 2809","G5020","S",114688,0,"+41.8786261","-087.6851324",1537.225236,114688.985951,991,92.2,313,13075,0.002729,11.4,"60612",187.75,226.3,9.4,73.5,10.7,4.8,7,43.1,"12.6","86.9","0.0","0.6","0.0",0,0,7,"NEAR WEST SIDE","Near West Side",28,29.5,14,16.6,80.99073732,553.8424527,20.6,70.5882352941177
"264","28",350,"G1700310280100","17","031","280100","17031280100","2801","Census Tract 2801","G5020","S",564644,29634,"+41.8854520","-087.6434977",3230.511079,594282.955878,6447,5.6,807,16704,0.001429,3,"60606",45,162.6,9.6,54.8,10.9,6.6,2,9.8,"77.8","3.0","0.0","13.9","0.0",0,2,0,"NEAR WEST SIDE","Near West Side",28,29.5,14,16.6,80.99073732,553.8424527,20.6,97.0588235294118
"265","28",355,"G1700310282700","17","031","282700","17031282700","2827","Census Tract 2827","G5020","S",439298,0,"+41.8713668","-087.6886812",2913.015311,439295.678271,2172,65.3,771,32957,0.001755,7.5,"60608",158.5,82.5,9.4,73,10.6,6,0,22.3,"34.6","46.9","0.0","9.5","0.0",0,0,0,"NEAR WEST SIDE","Near West Side",28,29.5,14,16.6,80.99073732,553.8424527,20.6,88.2352941176471
"266","28",714,"G1700310833100","17","031","833100","17031833100","8331","Census Tract 8331","G5020","S",922811,0,"+41.8790778","-087.6570459",4361.888392,922815.952047,7250,33.9,2171,94504,0.002353,10.2,"60607",45,162.6,9.1,70.9,10.6,5.4,66,11.2,"66.4","12.3","0.0","19.1","0.0",36,27,3,"NEAR WEST SIDE","Near West Side",28,29.5,14,16.6,80.99073732,553.8424527,20.6,79.4117647058824
"267","28",789,"G1700310842900","17","031","842900","17031842900","8429","Census Tract 8429","G5020","S",2208391,0,"+41.8631389","-087.6729371",7131.277959,2208397.47301,2479,97.6,4327,182859,0.001959,8.3,"60608",158.5,82.5,9.3,78.6,10.6,5.9,83,34.8,"13.8","71.0","0.7","7.0","0.0",9,71,3,"NEAR WEST SIDE","Near West Side",28,29.5,14,16.6,80.99073732,553.8424527,20.6,86.7647058823529
"268","28",748,"G1700310837800","17","031","837800","17031837800","8378","Census Tract 8378","G5020","S",1005364,0,"+41.8847504","-087.6841272",4071.81179,1005365.12813,2662,82.5,2335,91162,0.002323,9.1,"60612",187.75,226.3,9.2,71.1,10.7,5.4,104,22.5,"22.7","68.6","0.3","5.9","0.0",42,37,25,"NEAR WEST SIDE","Near West Side",28,29.5,14,16.6,80.99073732,553.8424527,20.6,79.4117647058824
"269","28",358,"G1700310283200","17","031","283200","17031283200","2832","Census Tract 2832","G5020","S",236547,0,"+41.8695790","-087.6592024",1975.454601,236546.873956,1592,36.9,739,54487,0.003124,23,"60607",45,162.6,9.5,78.5,10.4,0,0,21.1,"34.7","39.3","2.7","14.4","0.0",0,0,0,"NEAR WEST SIDE","Near West Side",28,29.5,14,16.6,80.99073732,553.8424527,20.6,0
"270","28",751,"G1700310838200","17","031","838200","17031838200","8382","Census Tract 8382","G5020","S",1157568,0,"+41.8704157","-087.6750794",4477.679876,1157565.30219,1976,47.3,3088,165374,0.002668,14.3,"60607",45,162.6,9.4,76.1,10.5,5.3,23,13.4,"56.4","21.1","0.0","14.6","0.1",0,23,0,"NEAR WEST SIDE","Near West Side",28,29.5,14,16.6,80.99073732,553.8424527,20.6,77.9411764705882
"271","28",750,"G1700310838100","17","031","838100","17031838100","8381","Census Tract 8381","G5020","S",820733,0,"+41.8786668","-087.6716888",3649.037076,820736.878373,1760,78.2,2017,80043,0.002458,9.8,"60607",45,162.6,9.2,78,10.6,6.2,13,32.3,"31.7","51.7","0.0","12.7","0.0",8,1,4,"NEAR WEST SIDE","Near West Side",28,29.5,14,16.6,80.99073732,553.8424527,20.6,91.1764705882353
"272","28",715,"G1700310833300","17","031","833300","17031833300","8333","Census Tract 8333","G5020","S",477330,0,"+41.8716945","-087.6541237",3047.5147,477334.039866,2699,48.4,1711,107600,0.003585,22.5,"60607",45,162.6,9.4,72.1,10.4,5.4,2,22,"48.7","4.3","0.0","40.5","0.0",0,0,2,"NEAR WEST SIDE","Near West Side",28,29.5,14,16.6,80.99073732,553.8424527,20.6,79.4117647058824
"273","28",780,"G1700310841900","17","031","841900","17031841900","8419","Census Tract 8419","G5020","S",2496100,68430,"+41.8684578","-087.6429648",6818.257575,2564523.59928,6540,48.2,4073,167063,0.001632,6.7,"60607",45,162.6,9.2,59.9,10.5,6.8,6,13.5,"54.0","19.1","0.3","21.8","0.2",4,1,0,"NEAR WEST SIDE","Near West Side",28,29.5,14,16.6,80.99073732,553.8424527,20.6,100
"274","29",362,"G1700310291600","17","031","291600","17031291600","2916","Census Tract 2916","G5020","S",220340,0,"+41.8576415","-087.6922159",1970.096757,220340.334661,976,63.9,453,25969,0.002056,11.8,"60608",158.5,82.5,9.5,70.9,10.3,4.2,0,21.3,"66.6","9.3","0.0","1.4","0.0",0,0,0,"NORTH LAWNDALE","North Lawndale",29,25.7,10,25.2,91.37163778,616.1548341,29.7,61.7647058823529
"275","29",793,"G1700310843300","17","031","843300","17031843300","8433","Census Tract 8433","G5020","S",584251,0,"+41.8637638","-087.6925503",3354.718756,584250.476722,1972,89.3,1494,88588,0.002557,15.2,"60608",158.5,82.5,9.4,71.3,10.4,5.3,17,35.4,"20.9","67.8","0.0","0.4","0.0",3,8,6,"NORTH LAWNDALE","North Lawndale",29,25.7,10,25.2,91.37163778,616.1548341,29.7,77.9411764705882
"276","29",360,"G1700310290900","17","031","290900","17031290900","2909","Census Tract 2909","G5020","S",996496,0,"+41.8624103","-087.7324567",4073.32657,996493.886946,3746,91.6,2771,174819,0.002781,17.5,"60623",347.5,111.3,9.4,83.3,10.5,4.9,172,41.2,"0.0","99.6","0.0","0.4","0.0",27,0,145,"NORTH LAWNDALE","North Lawndale",29,25.7,10,25.2,91.37163778,616.1548341,29.7,72.0588235294118
"277","29",363,"G1700310292200","17","031","292200","17031292200","2922","Census Tract 2922","G5020","S",394160,0,"+41.8566665","-087.7157306",2667.847718,394161.26694,2705,81.3,1220,73109,0.003095,18.5,"60623",347.5,111.3,9.6,78.2,10.7,3.8,71,41.5,"4.9","91.2","0.0","0.5","0.0",19,0,52,"NORTH LAWNDALE","North Lawndale",29,25.7,10,25.2,91.37163778,616.1548341,29.7,55.8823529411765
"278","29",777,"G1700310841600","17","031","841600","17031841600","8416","Census Tract 8416","G5020","S",159365,0,"+41.8553771","-087.7076032",1638.889837,159366.73623,655,96,684,36883,0.004292,23.1,"60623",347.5,111.3,9.6,77.3,10.6,4.3,55,33.1,"3.5","72.0","0.0","0.0","0.0",6,27,22,"NORTH LAWNDALE","North Lawndale",29,25.7,10,25.2,91.37163778,616.1548341,29.7,63.2352941176471
"279","29",754,"G1700310838700","17","031","838700","17031838700","8387","Census Tract 8387","G5020","S",658085,0,"+41.8625775","-087.7201851",3243.53746,658084.964466,4311,95.2,1952,116043,0.002966,17.6,"60623",347.5,111.3,9.5,76.8,10.5,5.1,110,42.7,"5.6","93.6","0.0","0.0","0.0",19,2,89,"NORTH LAWNDALE","North Lawndale",29,25.7,10,25.2,91.37163778,616.1548341,29.7,75
"280","29",775,"G1700310841400","17","031","841400","17031841400","8414","Census Tract 8414","G5020","S",242487,0,"+41.8533390","-087.7143926",2310.562891,242488.78871,1135,82.5,674,38668,0.00278,15.9,"60623",347.5,111.3,9.5,81.9,10.8,5,30,26.9,"9.9","85.3","0.0","0.0","0.0",9,8,13,"NORTH LAWNDALE","North Lawndale",29,25.7,10,25.2,91.37163778,616.1548341,29.7,73.5294117647059
"281","29",364,"G1700310292400","17","031","292400","17031292400","2924","Census Tract 2924","G5020","S",330658,0,"+41.8552397","-087.7223992",2449.155243,330658.769197,2203,84.5,935,52666,0.002828,15.9,"60623",347.5,111.3,9.5,86,10.7,5,63,29.4,"4.2","95.8","0.0","0.1","0.0",33,0,30,"NORTH LAWNDALE","North Lawndale",29,25.7,10,25.2,91.37163778,616.1548341,29.7,73.5294117647059
"282","29",361,"G1700310291200","17","031","291200","17031291200","2912","Census Tract 2912","G5020","S",329138,0,"+41.8626611","-087.7128746",2442.187355,329139.579255,2480,88.6,871,45940,0.002646,14,"60623",347.5,111.3,9.5,72,10.6,4.5,58,34.4,"2.1","95.3","0.0","0.0","0.0",2,0,56,"NORTH LAWNDALE","North Lawndale",29,25.7,10,25.2,91.37163778,616.1548341,29.7,66.1764705882353
"283","29",365,"G1700310292500","17","031","292500","17031292500","2925","Census Tract 2925","G5020","S",982499,0,"+41.8551613","-087.7322428",4057.419204,982501.045038,3897,76.2,1838,104973,0.001871,10.7,"60623",347.5,111.3,9.5,89.2,10.5,4.6,26,36,"4.5","82.6","2.4","0.0","0.0",17,1,8,"NORTH LAWNDALE","North Lawndale",29,25.7,10,25.2,91.37163778,616.1548341,29.7,67.6470588235294
"284","29",790,"G1700310843000","17","031","843000","17031843000","8430","Census Tract 8430","G5020","S",1065861,0,"+41.8679365","-087.7227489",6841.817523,1065858.70764,2533,96.3,2505,107950,0.00235,10.1,"60612",187.75,226.3,9.4,74.5,10.5,5.4,92,32.9,"5.7","92.8","0.0","0.0","0.0",30,34,28,"NORTH LAWNDALE","North Lawndale",29,25.7,10,25.2,91.37163778,616.1548341,29.7,79.4117647058824
"285","29",753,"G1700310838600","17","031","838600","17031838600","8386","Census Tract 8386","G5020","S",246251,0,"+41.8678233","-087.7008236",2220.546929,246252.666447,1507,99.6,796,51751,0.003232,21,"60612",187.75,226.3,9.5,71.1,10.5,5.3,72,43.8,"2.7","89.0","0.0","0.0","0.0",23,4,45,"NORTH LAWNDALE","North Lawndale",29,25.7,10,25.2,91.37163778,616.1548341,29.7,77.9411764705882
"286","29",776,"G1700310841500","17","031","841500","17031841500","8415","Census Tract 8415","G5020","S",432305,0,"+41.8616224","-087.7079132",3254.481326,432305.546045,2847,87.7,1331,79734,0.003079,18.4,"60623",347.5,111.3,9.6,72,10.5,3.9,87,25.2,"4.5","94.6","0.4","0.4","0.0",25,0,62,"NORTH LAWNDALE","North Lawndale",29,25.7,10,25.2,91.37163778,616.1548341,29.7,57.3529411764706
"287","29",794,"G1700310843400","17","031","843400","17031843400","8434","Census Tract 8434","G5020","S",656213,0,"+41.8493274","-087.7320218",3807.462514,656212.755192,1195,86.3,1151,67672,0.001754,10.3,"60623",347.5,111.3,9.7,91.4,10.6,5.6,14,26.7,"17.7","65.8","0.0","0.0","0.0",7,0,7,"NORTH LAWNDALE","North Lawndale",29,25.7,10,25.2,91.37163778,616.1548341,29.7,82.3529411764706
"288","29",791,"G1700310843100","17","031","843100","17031843100","8431","Census Tract 8431","G5020","S",980297,32379,"+41.8626017","-087.6994529",4801.08422,1012678.71697,1692,86.8,4159,311271,0.004243,31.8,"60612",187.75,226.3,9.4,70.7,10.5,5.2,80,15.9,"12.2","81.0","0.0","0.0","0.0",26,0,54,"NORTH LAWNDALE","North Lawndale",29,25.7,10,25.2,91.37163778,616.1548341,29.7,76.4705882352941
